,smiles,template,compound_set,hit1,hit2,hit3,short_hits
43,COc1cccc(CNc2ccc(NC(C)=O)cn2)c1,A0310a,knitwork_june_2024,A71EV2A-x0365_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0310_A_147_1_A71EV2A-x0526+A+147+1,,Ax0365a Ax0310a
