,smiles,template,compound_set,hit1,hit2,hit3,short_hits
14,CC(=O)Nc1nn(C)c(NC(C)=O)c1CC(=O)N[C@@H](CNC(=O)CCl)c1ccc2ccccc2c1 |a:18|,A1346a,x1346_manual_analogues_aug_2024,A71EV2A-x1346_A_250_1_A71EV2A-x0526+A+147+1,,,
