,smiles,template,compound_set,hit1,hit2,hit3,short_hits
97,CC(=O)Nc1c(CCS(=O)(=O)CC2CCCC2)cnnc1F,Ax0487a,x0487 P2 extension_molecule-set-A71_EV_2A_covalent_and_noncovalents_221024_16,Ax0487a,Ax0719a,,Ax0487a Ax0719a
