,smiles,template,compound_set,hit1,hit2,hit3,short_hits
60,CN(C)C(=O)c1ccc(NC(=O)CC(C)(C)C(F)(F)F)c(F)c1,A0310a,knitwork_june_2024_molecule-set-A71_EV_2A_covalent_and_noncovalents_221024_16,A0450a,A0310a,,Ax0450a Ax0310a
