,smiles,template,compound_set,hit1,hit2,hit3,short_hits
55,O=C1NCCN1c1ccc(NCc2cccc(F)c2)cc1,Ax0310a,knitwork_june_2024_molecule-set-A71_EV_2A_covalent_and_noncovalents_221024_16,Ax0365a,Ax0528a,,Ax0365a Ax0528a
