,smiles,template,compound_set,hit1,hit2,hit3,short_hits
8,CC(=O)Nc1c(CC(=O)N[C@@H](CNC(=O)CN)c2cccnc2)c(C)nn1C |a:10|,Ax1346a,x1346_manual_analogues_aug_2024_molecule-set-A71_EV_2A_covalent_and_noncovalents_221024_16,A71EV2A-x1346_A_250_1_A71EV2A-x0526+A+147+1,,,
