,smiles,template,compound_set,hit1,hit2,hit3,short_hits
40,COc1cc(NC(=O)C[C@@H](C)C(F)(F)F)n(C)n1 |a:9|,Ax1445a,exact_hits_aug_2024_molecule-set-A71_EV_2A_covalent_and_noncovalents_221024_16,A71EV2A-x1445_B_201_1_A71EV2A-x0526+A+147+1,,,
