,smiles,template,compound_set,hit1,hit2,hit3,short_hits
63,CN1CCC(c2nc(-c3ccncc3)no2)C1=O,A0310a,knitwork_june_2024,A71EV2A-x0528_A_147_1_A71EV2A-x0526+A+147+1,A71EV2A-x0515_A_201_1_A71EV2A-x0526+A+147+1,,Ax0528a Ax0515a
