,smiles,template,compound_set,hit1,hit2,hit3,short_hits
52,O=C1NCCC1C(=O)N1CCCC(NCc2ccccc2)C1,A0310a,knitwork_june_2024,A71EV2A-x0365_A_201_1_A71EV2A-x0526+A+147+1,A71EV2A-x0528_A_147_1_A71EV2A-x0526+A+147+1,,Ax0365a Ax0528a
