,smiles,template,compound_set,hit1,hit2,hit3,short_hits
58,Cc1ncc(C(=O)N(C)C2CN(C3CCNC3=O)C2)s1,A0310a,knitwork_june_2024,A71EV2A-x0446_A_147_1_A71EV2A-x0526+A+147+1,A71EV2A-x0528_A_147_1_A71EV2A-x0526+A+147+1,,Ax0446a Ax0528a
