,smiles,template,compound_set,hit1,hit2,hit3,short_hits
65,CCOC(=O)c1cc(NC(=O)CC#N)n(C)n1,A0310a,knitwork_june_2024,A71EV2A-x0556_A_147_1_A71EV2A-x0526+A+147+1,A71EV2A-x0310_A_147_1_A71EV2A-x0526+A+147+1,,Ax0556a Ax0310a
