,smiles,template,compound_set,hit1,hit2,hit3,short_hits
100,N#CCC(=O)Nc1c(F)cncc1CCS(N)(=O)=O,A0487a,x0487_P2_extension_ryan_mergers_aug_2024,A71EV2A-x0487_A_250_1_A71EV2A-x0526+A+147+1,A71EV2A-x0719_A_301_1_A71EV2A-x0526+A+147+1,A71EV2A-x0310_A_147_1_A71EV2A-x0526+A+147+1,Ax0487a Ax0719a Ax0310a
