,smiles,template,compound_set,hit1,hit2,hit3,short_hits
114,O=C1COc2ccc(C(=O)CCl)cc2N1,A1779a,covalent_analogues_aug_2024,A71EV2A-x1779_A_201_1_A71EV2A-x0526+A+147+1,,,
