,smiles,template,compound_set,hit1,hit2,hit3,short_hits
39,COc1cc(NC(=O)C[C@@H](C)C(F)(F)F)n(C)n1 |a:9|,A1445a,exact_hits_aug_2024,A71EV2A-x1445_B_201_1_A71EV2A-x0526+A+147+1,,,
